molecule_id,Washed_smiles,SR,bioactivity_class
125177,CC(=CCC1=C(C(=O)c2ccccc2C1=O)O)C,4,inactive
125190,c1cnc(cn1)NC(=N)NC(=N)N,,active
125201,c1cc(ccc1NC(=N)NC(=N)N)S(=O)(=O)N,4,inactive
125205,c1cc(ccc1C(=O)O)NC(=N)NC(=N)N,4,inactive
125214,C/C(=N/CC(=O)O)/c1ccccc1,4.187,inactive
125252,c1ccc2c(c1)C(=CC(=O)C2=O)Nc3[nH]c(cc(=O)n3)C(=O)O,4,inactive
125347,Cc1c(c(nc(n1)N)N)CCCCc2ccccc2,4.876,inactive
125348,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)OCCCCNC(=O)Nc3cccc(c3)S(=O)(=O)F)N)N)C,5.992,inactive
125427,Cc1c(cc(c(c1OC)CO)CO)OCC=C(C)C,4.741,inactive
125511,CCCCCCCCCCCCCNCC(C)O,5.51,inactive
125541,COc1cc2c(c(c1N)Br)-c3cc(c(cc3C2=O)N)Br,7.228,active
125552,COc1cc2c(cc1[N+](=O)[O-])c3ccc(cc3[nH]c2=O)[N+](=O)[O-],5.531,inactive
125626,c1nc(c2c(n1)n(cn2)C3C4C(O4)C(O3)CN=[N+]=N)N,4,inactive
125718,c1ccc(cc1)CC(=O)O,3,inactive
125830,C/C=C\1/CC(C(C(=O)OCC2C(CN3C2C(CC3)OC1=O)O)(C)O)C,4,inactive
125844,Cc1cc(ccc1S(=O)(=O)F)NC(=O)NCCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N,6.433,active
125845,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)OCC(=O)Nc3ccc(cc3Cl)S(=O)(=O)F)N)N)C,6.086,active
125908,c1ccc2c(c1)C(=O)c3ccc(c(c3C2=O)/N=N/c4cccc(c4O)C(=O)O)S(=O)(=O)O,4,inactive
125910,c1ccc2c(c1)C(=O)c3c(cc(c(c3C2=O)N)S(=O)(=O)O)Nc4ccc(cc4)c5ccc(cc5S(=O)(=O)O)N,4,inactive
125973,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)c6ccccc6)O)O)OC(=O)c7ccccc7)(CO4)OC(=O)C)O)C)OC(=O)C,7.96425,active
126217,c1ccc(cc1)C(c2ccccc2)(c3ccc(cc3)Br)SCC(C(=O)O)N,5.875,inactive
126224,COC(=O)C(=Cc1ccccc1[N+](=O)[O-])C(=O)OC,5.983,inactive
126228,CC1(N=C(N=C(N1c2cccc(c2)CCCCc3cccc(c3)S(=O)(=O)F)N)N)C,6.45,active
126347,CSc1nc2cc(ccc2s1)S(=O)(=O)N3CCCCC3,4,inactive
126401,CCCC1c2c3ccccc3ccc2Oc4c1c5ccccc5cc4,,active
126668,c1ccc(cc1)C(O)P(=O)(Oc2ccccc2)Oc3ccccc3,4.206,inactive
126710,Cc1cc(ccc1[N+](=O)[O-])OCc2c(c(nc(n2)N)N)c3ccc(c(c3)Cl)Cl,7.625,active
126719,CC(=O)OC1CCC2(C(C1)CCC3C2CCC4(C3CCC4C5=CC(=O)OC5)C)C,6.329,active
126727,COc1ccc(cc1OC)C2c3cc4c(c(c3CC5C2C(=O)CO5)OC)OCO4,8,active
126728,C[C@@H]1CCOC(=O)/C=C/C=C\C(=O)O[C@@H]2C[C@H]3[C@]4([C@@]2([C@]5(CCC(=C[C@H]5O3)C)COC(=O)C1O)C)CO4,9.298,active
126757,c1cc2c(cc1[N+](=O)[O-])nc([nH]2)NC(=N)N,4,inactive
126764,C[C@@H]1[C@@H]2[C@H](C(=O)O[C@H]3[C@@]24CO[C@@]([C@@H]1O)([C@@H]4[C@@]5([C@@H](C3)C(=CC(=O)[C@H]5O)C)C)O)O,4.11,inactive
126765,C[C@@H]1[C@@H]2[C@H](C(=O)O[C@H]3[C@@]24CO[C@@]([C@@H]1O)([C@@H]4[C@@]5([C@@H](C3)C(=CC(=O)[C@H]5O)C)C)O)OC(=O)C,,active
126766,C(=C/C(=O)O)\C(=O)N,2.301,inactive
126771,c1ccc2c(c1)C(=O)C(=C(C2=O)O)CC=C(Cl)Cl,5.9995,inactive
126778,CC1([C@@H](N2C[C@H]([C@H]2S1)N3C(=O)c4ccccc4C3=O)NC(=O)N[C@H]5C(S[C@H]6N5C[C@H]6N7C(=O)c8ccccc8C7=O)(C)C)C,,active
126782,c1ccc2c(c1)-c3ccccc3C2/C=N/O,4.634,inactive
126849,C1C(=O)C=CN(C1=O)C2C(C(C(O2)CO)O)O,5.266,inactive
126933,Cc1ccc(cc1)S(=O)(=O)NNC(C[N+](=O)[O-])c2ccccc2,5.974,inactive
127128,c1ccc2c(c1)c3c(cc(c(c3[nH]c2=O)N)Br)Br,5.622,inactive
127130,c1ccc2c(c1)c3ccccc3c(=O)n(c2=O)Cc4ccc5c(c4)OCO5,5.309,inactive
127133,c1ccc2c(c1)c3ccc(cc3[nH]c2=O)NC(=O)c4ccccc4c5ccccc5C(=O)O,,active
127140,c1cc2c(cc1Cl)c(=O)[nH]c3c2cc(c(c3)N)Cl,5.613,inactive
127157,CC1(N=C(N=C(N1c2cccc(c2)CCCCc3ccc(cc3Cl)S(=O)(=O)F)N)N)C,6.341,active
127159,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)CCCCc3ccc(cc3)S(=O)(=O)F)N)N)C,7.293,active
127328,Cc1cc(nc(n1)NC(=N)Nc2ccc(c(c2)C(F)(F)F)Cl)NCCN(C(C)C)C(C)C,6.81,active
127438,CCCCCc1c2c(c3c(n1)CCCC3)CCCC2,4.804,inactive
127441,CCC(C)c1cnc(c(=O)[nH]1)CC(C)C,4,inactive
127442,CC(C)Cc1cnc(c(=O)[nH]1)CC(C)C,4,inactive
127444,C/C=C(/C)\c1cnc(c(=O)[nH]1)CC(C)C,4,inactive
127445,CCC(C)(c1cnc(c(=O)n1O)CC(C)C)O,4.766,inactive
127471,c1cc(ccc1C#N)OCc2c(c(nc(n2)N)N)c3ccc(c(c3)Cl)Cl,5.395,inactive
127494,Cc1cccc(c1CC2C3C(CCN2)c4ccccc4N3)C(=O)O,4,inactive
127571,c1ccc2c(c1)c3cc[n+]4cc5c(cc4c3[nH]2)CCCC5,5.6,inactive
127622,COC(=O)c1cc(cc(c1)Nc2ccc(c3c2C(=O)c4c(ccc(c4C3=O)O)[N+](=O)[O-])O)C(=O)OC,5.496,inactive
127627,CCCCS(=O)(=O)c1cc(ccc1C)Nc2ccc(c3c2C(=O)c4ccccc4C3=O)O,4,inactive
127680,COC(=O)c1cc2ccccc2c3c1ccc4c3OCO4,3.776,inactive
127682,c1ccc2c(c1)cc(c3c2c4c(cc3)OCO4)CO,4.547,inactive
127687,c1ccc2c(c1)cc(c3c2c4c(cc3)OCO4)C(=O)O,3.866,inactive
127709,CC1CCCC(C1O)C(CC2CC(=O)NC(=O)C2)O,4,inactive
127710,CC1CCC(=O)C(C1)C(=O)CC2CC(=O)NC(=O)C2,4,inactive
127712,CC1CCCc2c1nc(nc2CC3CC(=O)NC(=O)C3)N,4,inactive
127713,CC1CCc2c(c(nn2c3ccccc3)CC4CC(=O)NC(=O)C4)C1,4,inactive
127716,c1nc(nc(=O)n1C2CC(C(O2)CO)O)N,5.573,inactive
127736,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)SCC(C(=O)NCC(=O)O)N,5.458,inactive
127752,CC1(N=C(N=C(N1c2cccc(c2)CCc3ccccc3)N)N)C,6.55,active
127753,CC1(N=C(N=C(N1c2ccc(cc2)CCc3ccccc3)N)N)C,,active
127754,CC1(N=C(N=C(N1c2cccc(c2)CCCCOc3ccccc3)N)N)C,7.96,active
127755,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)CCCCc3ccc(cc3Cl)S(=O)(=O)F)N)N)C,6.685,active
127763,c1ccc2c(c1)C(=O)c3cccc(c3C2=O)NC(=O)C(CCl)Cl,8,active
127825,c1cc(c(cc1C(=O)N)[N+](=O)[O-])Cl,,active
127878,COC(=O)C(C(C(C(c1ccccc1)Br)Br)Br)C(=O)OC,5.608,inactive
127917,c1cc(ccc1C(=O)O)NCc2[nH]c3c(nc(nc3n2)N)N,4,inactive
127922,c1ccc(cc1)c2cc(c3ccccc3n2)Cl,,active
127923,c1cc(ccc1/C(=N/NC(=N)N)/c2ccc(cc2)F)C(F)(F)F,6.547,active
127947,C/C(=N\O)/C1CC(C1(C)C)CC(=O)O,4,inactive
128164,CC(C)(C)c1ccc(c(c1)CN(C)C)c2ccc(cc2CN(C)C)C(C)(C)C,4,inactive
128166,CC(C)(C)c1ccc(c(c1)c2cc(ccc2CN(C)C)C(C)(C)C)CN(C)C,4.409,inactive
128177,c1cc(ccc1C2OC(=O)CC(=O)O2)[N+](=O)[O-],5.582,inactive
128184,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)CCCCc3ccccc3)N)N)C,7.587,active
128186,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)CCCCc3ccc(cc3S(=O)(=O)F)Cl)N)N)C,6.567,active
128187,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)OCCCCOc3ccc(cc3)S(=O)(=O)F)N)N)C,7.352,active
128206,COC(=O)C(C(C(C(c1ccccc1)Br)Br)Br)(C(=O)OC)Br,5.554,inactive
128280,c1ccc(cc1)OP(=O)(O)OCC2C(C(C(O2)n3ccc(nc3=O)N)O)O,,active
128305,COc1ccc(cc1OC)c2cc(=O)c3c(cc(cc3o2)O)O,5.036,inactive
128354,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC(=C4C3(CCC(C4)O)C)[N+](=O)[O-])C,4.825,inactive
128403,Cc1cc(cc(c1O)C)Cc2cc(c(c(c2)C)O)C,5.577,inactive
128437,c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)NC4CCCCC4)Nc5ccc(cc5)S(=O)(=O)O,4.443,inactive
128464,CCCCOC(=O)c1ccc(cc1)N,4.246,inactive
128487,COC1=CC23CCCN2CCc4cc5c(cc4C3C1O)OCO5,4.517,inactive
128571,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)CCCCc3ccc(c(c3)S(=O)(=O)F)Cl)N)N)C,6.731,active
128578,CS(=O)(=O)Nc1ccc(cc1)Nc2c3ccccc3nc4c2ccc(c4)[N+](=O)[O-],7.358,active
128579,CS(=O)(=O)Nc1ccc(cc1)Nc2c3ccccc3nc4c2ccc(c4)N,7.456,active
128580,c1cc(cc(c1)OCc2c(c(nc(n2)N)N)c3ccc(c(c3)Cl)Cl)C#N,5.622,inactive
128598,c1ccc(c(c1)c2ccccc2C(=O)O)C(=O)Nc3ccc-4c(c3)Cc5c4ccc(c5)F,4.745,inactive
128607,c1ccc2c(c1)c3ccccc3c(=O)n(c2=O)c4ccc5c(c4)c6ccccc6c(=O)o5,4,inactive
128609,c1ccc2c(c1)ccc3c2cc(c4c3cccc4)n5c(=O)c6ccccc6c7ccccc7c5=O,,active
128635,c1ccc2c(c1)c3c(ccc(c3Cl)[N+](=O)[O-])[nH]c2=O,5.732,inactive
128687,c1cn2c(nc1=N)OC3C2OC(C3OP(=O)(O)O)CO,5.506,inactive
128701,CC1C2=C(CC(=O)NC2=O)C(=O)N1,,active
128734,c1ccc2c(c1)c3nc4ccncc4n3nn2,,active
128751,c1ccc(c(c1)c2[nH]c3ccccc3n2)Cl,4,inactive
128832,CCc1c(nc2c(ccc(c2n1)O)O)C,4.74,inactive
128877,c1ccc2c(c1)c3ccc4ccncc4c3s2,4.937,inactive
128884,c1cc2c(c3c1c(c(cn3)C(=O)O)O)c(c(cn2)C(=O)O)O,4,inactive
128887,c1ccc(cc1)CNC(=O)CCCc2ccc(cc2)N(CCCl)CCCl,6.01,active
128895,Cc1c2c(cc3c1[nH]c4c3cccc4)C(=NCC2)c5ccc(cc5)F,,active
128911,C1CCC(=NCCCO)CC1,4,inactive
128981,CC(=O)NC1=C(C(=O)c2ccccc2C1=O)Sc3ccc(cc3)Cl,5.655,inactive
129152,C/C=C\1/C(C(C(C(=O)OCC2CCN3C2C(CC3)OC1=O)(C)O)C)O,,active
129185,Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)O)O)C(=O)OC2,6.351,active
129220,c1cn2c(nc1=N)OC3C2OC(C3O)CO,5.585,inactive
129230,CC1C(=C)C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C14CO4)(C)O,4,inactive
129266,CN1CN(C(=S)SC1)c2ccc(cc2)OC,,active
129364,c1ccc2c(c1)c3c(s2)nc4ccccc4n3,4.385,inactive
129408,c1cc(ccc1C(=O)NO)C(=O)NO,4.564,inactive
129409,c1cc2c(cc1Cc3cnc(nc3N)N)OCO2,4,inactive
129414,CCC1=C(C[C@H]2c3cc(c(cc3CCN2C1)OC)OC)C[C@@H]4c5cc(c(cc5CCN4)OC)OC,7.997,active
129478,c1cc(c(cc1C(=O)O)P(=O)(O)O)[N+](=O)[O-],4,inactive
129500,c1ccc2c(c1)CSCc3ccccc3P2(=O)O,4,inactive
129505,c1ccc2c(c1)CS(=O)(=O)Cc3ccccc3P2(=O)O,,active
129518,CC(=O)O[C@H]1[C@H]2[C@H](C[C@@]3([C@@H]1C(=C)CC[C@H]3O)C)OC(=O)C2=C,5.653,inactive
129538,c1cc2c(cc1/C=C/C=C/C(=O)O)OCO2,4,inactive
129585,c1ccc(cc1)c2cnc3c(n2)nc4ccccc4n3,6.083,active
129757,c1cc[n+](c(c1)Br)c2ccc3cc(ccc3c2)[n+]4ccccc4Br,5.078,inactive
129789,c1cc(c(cc1CNc2ccc3c(c2)c(nc(n3)N)N)Cl)Cl,6.166,active
129790,CC(CN1CCN(CC1)CC(C)Nc2ccnc3c2ccc(c3)Cl)Nc4ccnc5c4ccc(c5)Cl,5.664,inactive
129794,CC1(N=C(N=C(N1c2cccc(c2)CCCCc3ccc(c(c3)S(=O)(=O)F)Cl)N)N)C,5.613,inactive
129922,COC(=O)C(CO)NC(=O)C(CSC(c1ccccc1)(c2ccccc2)c3ccccc3)NC(=O)OCc4ccccc4,6.802,active
129925,CC(C)CC(C(=O)O)Nc1c2ccccc2ccc1O,4.552,inactive
129943,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,3.81,inactive
129957,c1ccc2c(c1)nc-3cc(c(=O)c(c3s2)Cl)Cl,5.34,inactive
129965,CC(=O)Nc1[nH]c2c(c(=O)n1)nc(cn2)C=O,4,inactive
130044,CCSc1ccc2c(c1)N(c3ccccc3S2)CCCN4CCN(CC4)C,5.566,inactive
130181,c1ccc2c(c1)n(nc([n+]2=O)N)O,,active
130227,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)CCc3ccc(cc3S(=O)(=O)F)Cl)N)N)C,5.218,inactive
130279,c1[nH]c2c(c(=O)n1)nnn2C3C(C(C(O3)CO)O)O,5.472,inactive
130785,c1cc2c(nc1)C(=CC(=O)C2=O)N,5.62,inactive
130789,CN(C)CC1CCCCCC(C1=O)Br,5.785,inactive
130796,c1cc2c(cc(c(c2nc1)O)Cc3cc(c4cccnc4c3O)[N+](=O)[O-])[N+](=O)[O-],6.073,active
130801,COc1cc2cccnc2c(c1)NCc3ccccc3O,5.229,inactive
130813,CN1CCN(CC1)Cc2cc(ccc2O)Nc3c4ccc(cc4nc5c3cc(cc5)OC)Cl,6.17,active
130830,c1ccc(cc1)CNCc2ccc(c3c2cccn3)O,6.741,active
130843,Cn1c2c(nc1NCCN(C)C)n(c(=O)n(c2=O)C)C,4,inactive
130862,COc1ccc(cc1)/C(=C/c2ccccc2OC)/C#N,5.531,inactive
130876,CC(=O)Nc1cc(c(c2c1cccn2)O)CN3CCCCC3,5.058,inactive
130891,CC1C(C(C(C(N1C)C)C(=O)OC)O)C(=O)OC,4,inactive
130915,CN(C)CC(CN(C)C)c1ccccn1,4,inactive
130975,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,4,inactive
131020,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)OCc3ccc(c(c3)Cl)S(=O)(=O)F)N)N)C,6.365,active
131039,Cc1c2ccnc(c2cc3c1[nH]c4c3cccc4)C(F)(F)F,,active
131053,CN(C)CCCN1c2ccc(cc2Sc3c1cc(cc3)Cl)O,5.529,inactive
131064,CC(C)(C)OC(=O)CC(S(=O)(=O)c1ccccc1)S(=O)(=O)c2ccccc2,5.509,inactive
131184,c1cc(cnc1)C(=O)Nc2ccc(cc2[N+](=O)[O-])C(F)(F)F,5.996,inactive
131187,CC1C(C(CC(O1)OC2C(CC3C=C4C=C(C(C(=C4C(=C3C2=O)O)O)C)OC5CC(C(C(O5)C)OC(=O)C)OC6CC(C(C(O6)C)OC)O)C(C(=O)C(C(C)O)O)OC)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)OC(=O)C(C)C)(C)O)O,8,active
131233,CN(C)CC1CCC(C1=O)CN(C)C,5.585,inactive
131238,Cc1c(c([nH]n1)C(F)(F)F)/N=N/N2CCOCC2,5.908,inactive
131250,Cc1c(c(n[nH]1)C(=O)OC)/N=N/N(C)CCC#N,5.238,inactive
131257,Cc1c(c(n[nH]1)C(=O)N/N=C/c2ccccc2Cl)/N=N\N(C)C,6.767,active
131258,Cc1c(c(n[nH]1)C(=O)N/N=C/c2cccs2)/N=N\N(C)C,,active
131260,CN(C)/N=N/c1c[nH]nc1C(=O)N,4.504,inactive
131261,CC(C)c1c(c(n[nH]1)C(=O)N)/N=N/N(C)C,4.768,inactive
131262,CCCc1c(c(n[nH]1)C(=O)N)/N=N/N(C)C,4.977,inactive
131263,CCc1c(c(n[nH]1)C(=O)N)/N=N/N(C)C,4.996,inactive
131453,C1(C(C(C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,4.539,inactive
131513,Cc1ccc(cc1)C[As+](c2ccccc2)(c3ccccc3)c4ccccc4,6.098,active
131530,c1ccc(cc1)c2c(c([nH]c2c3ccccc3)c4ccccc4)C(=O)/C=N/O,7.318,active
131547,CC[C@H]1CN2CCc3cc(c(cc3[C@@H]2C[C@@H]1C[C@@H]4c5c(c6cc(ccc6[nH]5)O)CCN4)OC)OC,7.321,active
131558,N[Pt](N)(Cl)Cl,,active
131612,C1CN2CC3=CCOC(C4C3CC2C1(C4N)C(=O)C(=O)O)CC(=O)O,4,inactive
131614,C1CN2CC3=CCOC4CC(=O)NC5C4C3CC2C51C(=O)O,4,inactive
131615,c1c(cc(c2c1c(c([nH]2)C(=O)O)C(=O)O)[N+](=O)[O-])[N+](=O)[O-],4.122,inactive
131734,COc1ccc2c(cncc2c1O)Cc3c4ccccc4cc5c3cccc5,6.678,active
131815,CC1(C(N2C(S1)C(C2=O)NC(=O)Cc3ccccc3)C(=O)O)C,4,inactive
131869,C1N2CN3CN1C[N+](C2)(C3)CCCCC#N,4.512,inactive
131888,Cn1c2ccccc2cc1/C=C/[N+](=O)[O-],5.665,inactive
131889,Cc1c(c2ccc(cc2[nH]1)[N+](=O)[O-])[N+](=O)[O-],,active
131919,c1c([nH]c(=S)n2c1nc(c2)Cl)Cl,,active
131943,c1ccc(cc1)NC(=S)NC(=O)c2ccc(cc2)[N+](=O)[O-],,active
131977,c1ccc(cc1)CN(c2ccccc2)C(=S)Nc3ccccc3,4.688,inactive
132073,c1c(c(c(c(c1S(=O)(=O)N)Cl)[N+](=O)[O-])Cl)C(=O)O,4,inactive
132095,COC(=O)c1ccc(cc1)NC(=O)Oc2ccc(cc2)N(CCCl)CCCl,6.404,active
132125,CN(C)c1ccc(cc1)/N=C/2\C=CC(=O)c3c2cccc3,5.544,inactive
132230,COc1ccc-2c(c1)Cc3c2ccc(c3)/N=[N+](/c4ccc-5c(c4)Cc6c5ccc(c6)OC)\[O-],4.786,inactive
132275,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)OCC(=O)Nc3ccccc3)N)N)C,6.288,active
132276,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)CCc3ccccc3)N)N)C,7.25,active
132277,CC1(N=C(N=C(N1c2cccc(c2)CCCCc3ccccc3)N)N)C,6.726,active
132279,CC1(N=C(N=C(N1c2ccc(cc2)CCCCCCc3ccc(cc3)S(=O)(=O)F)N)N)C,8,active
132313,C1C(O1)C(C(C2CO2)O)O,5.734,inactive
132319,C[C@@H]([C@](C(C)C)(C(=O)OCC1=CC[N+]2([C@H]1[C@@H](CC2)O)[O-])O)O,2.334,inactive
132339,CC1(CCC2C(=CCC3C2(CC(C(C3(C)COC4C(C(C(C(O4)CO)O)O)O)O)O)C)C1)C=C,4.383,inactive
132373,c1cc(cc(c1)Cl)NC(=S)NN,,active
132390,Cc1ccc(cc1N=C=S)I,,active
132483,Cc1c(ccc2c1c(nc(n2)N)N)CNc3ccc(c(c3)C(=O)NC(CC(=O)O)C(=O)O)Cl,7.5,active
132492,Cc1ccc2c(n1)C(=O)C(=C(C2=O)OC)Br,5.448,inactive
132493,Cc1ccc2c(n1)C(=O)C(=C(C2=O)OC)N,5.531,inactive
132498,CC(=O)Nc1c2c(nc([nH]2)CO)nc(n1)NC(=O)C,4,inactive
132666,c1c(cnc(c1[N+](=O)[O-])Br)Cl,,active
132693,c1ccc2c(c1)n(c(=N)s2)CCS,4.865,inactive
132791,CC[C@@](C)(C(=O)O[C@@H]1[C@H]2[C@H]([C@H]([C@]3([C@H]4[C@@]2(CO3)[C@@H](C[C@@H]5[C@@]4([C@@H](C(=O)C=C5C)O)C)OC1=O)O)O)C)O,7.344,active
132868,c1cc2c(ccnc2c(c1)Cl)/C=C/3\CC4CCN3CC4=O,4.438,inactive
133071,CC1(N=C(N=C(N1c2ccc(c(c2)Cl)OCCCOc3ccccc3)N)N)C,,active
133072,Cc1cccc(c1)NC(=O)CCc2ccc(cc2)N3C(=NC(=NC3(C)C)N)N,6.223,active
133073,c1ccc2c(c1)/C(=N/c3ccc(cc3)S(=O)(=O)Nc4nccs4)/C(=O)N2,4.286,inactive
133074,c1ccc2c(c1)/C(=N/c3ccc(cc3)S(=O)(=O)N)/C(=O)N2,4.169,inactive
133099,CCN(CC)C(=O)COc1cc2c(c3c1c4c(c(c3O)C)OC(C4=O)(O/C=C/C(C(C(C(C(C(C(C(/C=C/C=C(/C(=O)N2)\C)C)O)C)O)C)OC(=O)C)C)OC)C)O,4,inactive
133100,Cc1c(c2c3c(cc(c2O)NC(=O)/C(=C\C=C\[C@@H](C([C@H]([C@H]([C@H]([C@@H]([C@@H](C(/C=C/O[C@@]4(C(=O)c3c1O4)C)OC)C)OC(=O)C)C)O)C)O)C)/C)O)O,5.309,inactive
133114,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COS(=O)(=O)N)O)O)N,9,active
133115,c1cn(c(=O)cc1N)C2C(C(C(O2)CO)O)O,,active
133118,c1nc(c2c(n1)nn(n2)C3C(C(C(O3)CO)O)O)N,5.524,inactive
133119,CN(C)c1c2c(ncn1)n(nn2)C3C(C(C(O3)CO)O)O,6.405,active
133269,CCN(CC)C(=S)SC,,active
133479,CC(=O)OCc1cc2ccccc2nc1C(Br)(Br)Br,5.835,inactive
133488,c1ccc2c(c1)/C(=N/NS(=O)(=O)c3ccc(cc3)C(=O)O)/C(=O)N2,4,inactive
133497,Cc1cc(c(c(c1)C)C(=O)OC(c2ccccc2)C(c3ccccc3)N4CCOCC4)C,,active
133504,CN(C)C(c1ccccc1)C(c2ccccc2)O,,active
133505,CN(c1ccccc1)C(c2ccccc2)C(c3ccccc3)O,4.686,inactive
133514,c1ccc(cc1)C2C(N(N=N2)c3ccccc3)N4CCCCC4,4,inactive
133593,c1cnccc1CSc2c3c(nc[nH]3)ncn2,4.463,inactive
133594,c1cc(cnc1)CSc2c3c(nc[nH]3)ncn2,4,inactive
133611,C12C(C(C(=O)O1)O)OC(=O)C2O,4,inactive
133729,CN(CCO)/N=N/c1c(c[nH]n1)C(=O)N,,active
133757,c1ccc2c(c1)C(=O)C=C(C2=O)OCC=C(Cl)Cl,6.964,active
133811,c1ccc(cc1)CC(CN)P(=O)(O)O,4,inactive
133837,C(CP(=O)(O)O)N,4,inactive
133887,C(C(C(=O)O)N)P(=O)(O)O,4,inactive
133892,C1CCN2CC34CC(C2C1)CC5C3N(CCC5)C6CCCC4N6,4,inactive
133896,c1ccc2c(c1)-c3cc(c(cc3C2=O)[N+](=O)[O-])[N+](=O)[O-],6.885,active
134033,c1cc2c(cc1CNc3ccc(c(c3)Cl)C(=O)NC(CC(=O)O)C(=O)O)c(nc(n2)N)N,7.301,active
134057,CC1C(C(C(C(O1)Oc2c(=O)c3c(cc(c(c3O)OC)OC)oc2c4ccc(cc4)O)O)O)O,4.569,inactive
134120,CC(=O)C1(CCOC1=O)/N=N/c2ccc(cc2)S(=O)(=O)N,,active
134131,Cc1n[nH]/c(=N\S(=O)(=O)c2ccc(cc2)/N=N/c3c4ccccc4cc(c3O)C(=O)O)/s1,4,inactive
134132,CC1C(NOC1NS(=O)(=O)c2ccc(cc2)/N=N/c3c4ccccc4cc(c3O)C(=O)O)C,4,inactive
134133,Cc1cccc(n1)NS(=O)(=O)c2ccc(cc2)/N=N/c3c4ccccc4cc(c3O)C(=O)O,4,inactive
134134,c1ccc2c(c1)cc(c(c2/N=N/c3ccc(cc3)S(=O)(=O)Nc4ccccn4)O)C(=O)O,4,inactive
134135,c1ccc2c(c1)cc(c(c2/N=N/c3ccc(cc3)S(=O)(=O)/N=c\4/[nH]ccs4)O)C(=O)O,4,inactive
134136,c1ccc2c(c1)cc(c(c2/N=N/c3ccc(cc3)S(=O)(=O)Nc4ncccn4)O)C(=O)O,4,inactive
134137,c1ccc2c(c1)cc(c(c2/N=N/c3ccc(cc3)S(=O)(=O)N)O)C(=O)O,4.478,inactive
134138,c1ccc2c(c1)cc(c(c2/N=N/c3ccc(cc3)S(=O)(=O)O)O)C(=O)O,4,inactive
134139,c1ccc2c(c1)cc(c(c2/N=N/c3ccc(cc3)S(=O)(=O)NC(=N)N)O)C(=O)O,4,inactive
134140,Cc1cc(nc(n1)C)NS(=O)(=O)c2ccc(cc2)/N=N/c3c4ccccc4cc(c3O)C(=O)O,4,inactive
134141,Cc1ccc(cc1C)/N=N/c2c3ccccc3cc(c2O)C(=O)O,4,inactive
134148,c1ccc2c(c1)cc(c(c2C(=O)O)O)/N=N/c3ccc(cc3)S(=O)(=O)N,5.636,inactive
134149,c1cc(c(nc1)/N=N/c2ccc(cc2)S(=O)(=O)N)O,4.636,inactive
134159,c1cc(ccc1/N=N/c2cc(c(=O)[nH]c2)O)S(=O)(=O)N,4.529,inactive
134196,c1cc(c(=O)[nH]c1)/N=N/c2ccc(cc2)S(=O)(=O)N,4,inactive
134227,c1cc(ccc1S(=O)(=O)SCCCCSS(=O)(=O)c2ccc(cc2)Cl)Cl,,active
134228,CC(=O)SC(C[N+](=O)[O-])c1ccccc1,5.653,inactive
134244,c1ccc2c(c1)c(cc(n2)c3ccc4cc5c(cc4c3)OCO5)C(=O)O,5.128,inactive
134250,c1ccc(cc1)C(c2ccccc2)(c3ccc4c(c3)OCO4)SCC(C(=O)O)N,6.545,active
134390,c1ccc\2c(c1)-c3ccccc3C(=O)/C2=N\NC(=S)N,5.016,inactive
134434,CCN(CC)CCNc1ccc(c2c1c(=O)c3ccccc3s2)CO,5.497,inactive
134459,CC(=O)NCCSC(=O)c1ccccc1,7.836,active
134478,C(CNCC(=O)O)C(=O)O,4,inactive
134544,COc1ccc2c(c1)/C(=C/c3cc(c(c(c3)OC)OC)OC)/C(=O)N2,8,active
134664,COc1ccc(c(c1)OC)/C=C(/C#N)\C(=O)N,4.428,inactive
134666,CCOc1ccccc1/C=C(/C#N)\C(=O)N,4.621,inactive
134667,COc1ccc(cc1OC)/C=C(/C#N)\C(=O)N,4,inactive
