molecule_id,Washed_smiles,SR,bioactivity_class
702409,Cc1cn(c(=O)[nH]c1=O)CCCCC2=NCCCN2,4.539,inactive
702412,CN(C)CC1CN=C(O1)N,,active
702413,c1cnc(cn1)C(=O)NC(=O)N,,active
702414,c1cc(nc(c1)C(=O)NC(=O)N)C(=O)NC(=O)N,4,inactive
702415,COC(=O)C1=C(C(N2C1C=CC(=N2)c3ccc(cc3)Cl)C(=O)c4ccccc4)C(=O)OC,4,inactive
702416,c1cc(n[n+](c1)[C-](C(=O)c2ccc(cc2)Br)C(=O)Nc3ccc(cc3)Cl)c4ccc(cc4)Cl,5.644,inactive
702417,COC(=O)C1=C(C(N2C1C=CC(=N2)c3ccc(cc3)Cl)C(=O)c4ccc(cc4)Br)C(=O)OC,4.392,inactive
702418,COC(=O)c1c2ccc(nn2c(c1C(=O)OC)C(=O)c3ccc(cc3)[N+](=O)[O-])c4ccc(cc4)Cl,,active
702420,CCCCCCc1cc(sc1c2ccc(s2)c3c(cc(s3)c4ccc(s4)c5ccc(s5)c6cc(c(s6)c7ccc(s7)c8c(cc(s8)C=O)CCCCCC)CCCCCC)CCCCCC)C=O,4,inactive
702421,CCC[C@@H]([C@@H](CNc1cc(nc(n1)NC(=O)C)NC(=O)C)N(Cc2ccccc2)Cc3ccccc3)O,4.305,inactive
702422,CN(S(=O)(=O)/N=C/c1cc(ccc1)/C=N/S(=O)(=O)N(C)C)C,,active
702423,CN(C)/C=N/S(=O)(=O)c1ccc(cc1)NC(=S)N\2CCS/C2=N\c3ccccc3OC,,active
702424,c1ccc(cc1)C(=O)N/C(=C\NC2=NCCS2)/C(=O)N3CSC[C@@H]3C(=O)O,,active
702425,Cc1c2c(c3c(nn(c3nc2n(n1)c4ccccc4)c5ccccc5)C)c6ccc(cc6)C(F)(F)F,,active
702426,Cc1c2c(c3c(nn(c3nc2n(n1)c4ccccc4)c5ccccc5)C)c6ccccc6Br,4,inactive
702427,C1CCC(=NNC(=O)CSc2nnc(s2)SCC(=O)NN=C3CCCCC3)CC1,4,inactive
702428,Cc1cc(n(n1)C(=O)CSc2nnc(s2)SCC(=O)n3c(cc(n3)C)C)C,4,inactive
702429,CC1=NN(C(C1)(c2ccccc2)O)C(=O)CSc3nnc(s3)SCC(=O)N4C(CC(=N4)C)(c5ccccc5)O,4.634,inactive
702430,CC1=C(C(C(=C(N1)C)C(=O)OC)c2c(n3ccsc3n2)[N+](=O)[O-])C(=O)OC,4,inactive
702431,C1C(c2c(c(sc2Br)Br)C(=O)N1)NC(=O)C(F)(F)F,4,inactive
702433,c1csc(c1CCOC2CCCCO2)c3c(cc(s3)Br)CCOC4CCCCO4,5.011,inactive
702434,c1csc(c1CCO)c2c(cc(s2)c3cc(c(s3)c4c(ccs4)CCO)CCO)CCO,4.685,inactive
702435,c1csc(c1CCO)c2c(cc(s2)c3cc(c(s3)c4c(cc(s4)c5cc(c(s5)c6c(ccs6)CCO)CCO)CCO)CCO)CCO,6.165,active
702436,c1ccc2c(c1)c3c(o2)ccc(c3c4c(ccc5c4c6ccccc6o5)OS(=O)(=O)C(F)(F)F)OS(=O)(=O)C(F)(F)F,4,inactive
702437,c1ccc2c(c1)[C@]3(C[C@H]3c4ccccn4)C(=O)N2,,active
702438,CC[C@]1(CCC(=O)N2[C@H]1c3c(c4ccccc4[nH]3)CC2)CCC(=O)NCCc5c[nH]c6c5cccc6,,active
702439,Cc1ccc(cc1)S(=O)(=O)NC(=O)C2(CC/C(=C/C(=O)OC)/C2(C)C)C,,active
702440,Cc1ccc(cc1)S(=O)(=O)NC(=O)C2(CC/C(=C\C(=O)OC)/C2(C)C)C,,active
702616,c1cc2c(nc1)-c3c4c(ccn3)c5c(nc4C2=O)CCCC5,7.411,active
702644,COC(=O)/C=C/C1(C=CC(=O)C=C1)O,5.594,inactive
702645,CC(=O)OC1(C=CC(C=C1)OC2C(C(C(C(O2)CO)O)O)O)c3cc(=O)c4c(cc(cc4o3)OC)O,4,inactive
702646,C1=CC(C=CC1=O)(CC(=O)N)O,4.052,inactive
702647,Cn1c(ccc1c2ccc(o2)C=O)c3ccco3,4.508,inactive
702648,Cn1c(ccc1c2ccc(o2)C=O)c3ccc(o3)C=O,4.51,inactive
702649,CC1(C(C(=O)c2c(nc3c(c2)C(=O)C(C(C3)(C)C)/C=N/C(=C(\N)/C#N)/C#N)C1)/C=N/C(=C(\N)/C#N)/C#N)C,5.512,inactive
702650,CNc1c2cnn(c2ncn1)COCC(CO)O,4,inactive
702651,CCCCn1c2cc(c(cc2c(c1CSc3ccc(cc3)Cl)C(=O)OCC)OC)Br,4.052,inactive
702652,c1ccc(cc1)C(=O)OCc2nc3ccc(cc3s2)CC(=O)O,4,inactive
702653,CCCCCCCC/C=C(/C(C(Br)Br)O)\Br,4.389,inactive
702654,C1[C@H]2[C@@H](C[C@]1(C(=O)O)N)ON=C2Br,4.103,inactive
702655,C1[C@H](ON=C1Br)[C@@H](C(=O)O)N,5.437,inactive
702656,C1[C@H](ON=C1Br)[C@H](C(=O)O)N,4.356,inactive
702667,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc2ccc(cc2)C(=O)O,,active
702668,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCC(=O)O,,active
702669,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCC(=O)N,,active
702670,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCC(=O)O,4,inactive
702671,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(CC(=O)O)C(=O)O,4,inactive
702672,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(CC(=O)N)C(=O)O,4,inactive
702673,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(CO)C(=O)O,4,inactive
702674,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(C(C)O)C(=O)O,4,inactive
702675,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(C(C)C)C(=O)O,4,inactive
702676,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(CCCCN)C(=O)O,4,inactive
702677,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(CCCCNC(=N)N)C(=O)O,4,inactive
702678,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(CCC(=O)N)C(=O)O,4,inactive
702679,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(Cc2ccccc2)C(=O)O,4,inactive
702680,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(Cc2ccc(cc2)O)C(=O)O,4,inactive
702681,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC(Cc2c[nH]c3c2cccc3)C(=O)O,4,inactive
702682,Cc1ccc(cc1)S(=O)(=O)NC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O,,active
702683,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC,,active
702684,Cc1ccc(cc1)S(=O)(=O)NC(=O)NS(=O)(=O)O,8,active
702685,c1cc(ccc1NC(=S)NC(=O)Nc2ccc(c(c2)Cl)Cl)S(=O)(=O)N,8,active
702686,c1cc(cc(c1)S(=O)(=O)N)NC(=S)NC(=O)Nc2ccc(c(c2)Cl)Cl,,active
702687,c1cc(ccc1CNC(=S)NC(=O)Nc2ccc(c(c2)Cl)Cl)S(=O)(=O)N,,active
702688,c1cc(c(cc1NC(=O)NC(=S)Nc2nnc(s2)S(=O)(=O)N)Cl)Cl,,active
702689,c1ccc(cc1)N(c2ccccc2)C(=O)Nc3nnc(s3)S(=O)(=O)N,,active
702690,c1ccc(cc1)N(c2ccccc2)C(=O)Nc3c(cc(c(c3Cl)Cl)S(=O)(=O)N)S(=O)(=O)N,4.736,inactive
702691,c1c(c(c(c(c1S(=O)(=O)N)Cl)Cl)NC(=S)N)S(=O)(=O)N,,active
702692,c1cc(c(cc1NC(=O)Nc2c(cc(c(c2Cl)Cl)S(=O)(=O)N)S(=O)(=O)N)Cl)Cl,4,inactive
702693,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc2ccc(cc2S(=O)(=O)N)S(=O)(=O)N,,active
702694,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc2cc(c(cc2S(=O)(=O)N)S(=O)(=O)N)Cl,,active
702695,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc2c(cc(c(c2Cl)Cl)S(=O)(=O)N)S(=O)(=O)N,4,inactive
702696,c1c(cc(c(c1Cl)NC(=O)N)Cl)S(=O)(=O)N,,active
702734,CC1CC[C@]2(C([C@]1(C)CC3=C(C(=O)C=C(C3=O)OC)Cl)CCCC2=C)C,5.833,inactive
702754,c1ccc2c(c1)c(c[nH]2)c3c[nH]c(=O)c(n3)c4c[nH]c5c4cccc5,5.399,inactive
702755,c1ccc2c(c1)c(c[nH]2)c3cnc(cn3)c4c[nH]c5c4cccc5,4.523,inactive
702756,Cn1cc(c2c1cccc2)c3cnc(cn3)c4cn(c5c4cccc5)C,5.51,inactive
702759,CCOC(=O)CCc1cccc2c1oc3c2cccc3CCNC(=O)OCC4c5ccccc5-c6c4cccc6,4.647,inactive
702760,COC(=O)[C@@]12[C@H]3CC(=O)C(=C1CC=C[C@@H]2CO3)O,4,inactive
702827,Cc1c(c([nH]c1/C=C\2/c3ccccc3NC2=O)C)CCC(=O)O,4.622,inactive
702923,CC1/C=C/C(CC(C([C@H]2[C@H](C(=CC(=O)O2)C(C(C/C(=C/C=C/C(=O)OC(C(/C=C/C(CC1O)OC)C)C(C)C(C(C)CCC(=O)C(C)C(CC(=O)O)OC)OC)/C)OC)OC)O)C)OC)OC,7.206,active
702924,CC1/C=C/C(CC(C([C@H]2[C@H](C(=CC(=O)O2)C(C(CC3(C(O3)/C=C/C(=O)OC(C(/C=C/C(CC1O)OC)C)C(C)C(C(C)CCC(=O)C(C)C(C/C=C/N(C)C=O)OC)OC)C)OC)OC)O)C)OC)OC,7.921,active
702925,CC1/C=C/C(CC(C([C@H]2CC(=CC(=O)O2)CC(C/C(=C/C=C/C(=O)OC(C(/C=C/C(CC1OC)OC)C)C(C)C(C(C)CCC(=O)C(C)C(CC(=O)O)OC)OC)/C)OC)C)OC)OC,6.415,active
702927,C/C(=N\N=C/1\C(=C/N(C)C)\C(=O)NC(=O)N1C)/c2ccc(cc2)Cl,4.243,inactive
702928,CCn1c(=O)c2cn[nH]c2n(c1=O)C,4,inactive
702982,CC(=O)Oc1ccc(cc1OC(=O)C)/C=C/C(=O)NCC(C(=O)OC)NC(=O)/C=C/c2ccc(c(c2)OC(=O)C)OC(=O)C,4.032,inactive
702983,COc1ccc(cc1OC)/C=C/C(=O)NCC(C(=O)OC)NC(=O)/C=C/c2ccc(c(c2)OC)OC,4,inactive
702984,CC(=O)Oc1ccc(cc1OC(=O)C)/C=C/C(=O)OCC(C(=O)OC)OC(=O)/C=C/c2ccc(c(c2)OC(=O)C)OC(=O)C,5.522,inactive
702985,COc1ccc(cc1OC)/C=C/C(=O)NCC(C(=O)O)NC(=O)/C=C/c2ccc(c(c2)OC)OC,4,inactive
702986,c1cc(c(cc1/C=C/C(=O)NC(CO)C(=O)O)O)O,4,inactive
702987,CC(=O)OCC(C(=O)OC)NC(=O)/C=C/c1ccc(c(c1)OC(=O)C)O,5.236,inactive
702988,c1cc(c(cc1/C=C/C(=O)NC(COC(=O)/C=C/c2ccc(c(c2)O)O)C(=O)O)O)O,4,inactive
702989,c1cc(c(cc1/C=C/C(=O)OCC(C(=O)O)OC(=O)/C=C/c2ccc(c(c2)O)O)O)O,4.671,inactive
702990,CC(=O)Oc1ccc(cc1OC(=O)C)/C=C/C(=O)NCC(C(=O)O)NC(=O)/C=C/c2ccc(c(c2)OC(=O)C)OC(=O)C,4.476,inactive
703007,c1ccc(cc1)Nc2nnc(s2)Cn3ccc4c3cccc4,4.892,inactive
703008,CC1=C2C(=O)OCC23C=COC3(O1)C,5.077,inactive
703009,COc1cc2c(cc1O)NC(=S)[C@@H]3CCCN3C2=O,4.3,inactive
703010,COc1cc2c(cc1O)NC(=O)[C@@H]3CCCN3C2=O,4,inactive
703011,COc1cc2c(cc1O)NC(=O)[C@@H]3C[C@H](CN3C2=O)O,4.399,inactive
703012,COc1cc2c(cc1OCc3ccccc3)NC(=O)[C@@H]4C[C@H](CN4C2=O)O,4.328,inactive
703013,COc1cc2c(cc1OCc3ccccc3)NC(=S)[C@@H]4CCCN4C2=S,4.314,inactive
703014,Cc1cccc2c1NC(=S)[C@@H]3CCCN3C2=O,4,inactive
703015,c1ccc2c(c1)C(=O)N3CCC[C@H]3C(=S)N2,4,inactive
703016,CC(=O)O[C@H]1C[C@H]2C(=S)Nc3ccccc3C(=S)N2C1,4,inactive
703018,C=CCN1C(=O)CNC1=S,4,inactive
703019,C=CCN1C(=O)/C(=C/c2ccccc2)/NC1=S,4,inactive
703020,COc1ccc(cc1)/C=C\2/C(=O)N(C(=S)N2)CC=C,4.533,inactive
703021,Cc1ccc(cc1)/C=C\2/C(=O)N(C(=S)N2)CC=C,4.066,inactive
703022,C=CCN1C(=O)/C(=C/c2ccccc2)/N=C1SCC=C,4.644,inactive
703023,COc1ccc(cc1)/C=C\2/C(=O)N(C(=N2)SCC=C)CC=C,4.871,inactive
703024,Cc1ccc(cc1)/C=C\2/C(=O)N(C(=N2)SCC=C)CC=C,4.938,inactive
703025,C=CCN1C(=O)/C(=C/c2ccc(cc2)Cl)/N=C1SCC=C,4.563,inactive
703026,C=CCN1C(=O)/C(=C/c2cccs2)/N=C1SCC=C,4.488,inactive
703027,C=CCN1C(=O)/C(=C/c2ccco2)/N=C1SCC=C,4.596,inactive
703028,C/C=C/CSC1=N/C(=C\c2ccccc2)/C(=O)N1CC=C,5.176,inactive
703029,C/C=C/CSC1=N/C(=C\c2ccc(cc2)OC)/C(=O)N1CC=C,4.761,inactive
703030,C/C=C/CSC1=N/C(=C\c2ccc(cc2)C)/C(=O)N1CC=C,4.765,inactive
703031,C/C=C/CSC1=N/C(=C\c2ccc(cc2)Cl)/C(=O)N1CC=C,4.758,inactive
703032,C/C=C/CSC1=N/C(=C\c2cccs2)/C(=O)N1CC=C,4.733,inactive
703033,C/C=C/CSC1=N/C(=C\c2ccco2)/C(=O)N1CC=C,4.665,inactive
703034,CC(=O)OCC1C(C(C(C(O1)SC2=N/C(=C\c3ccccc3)/C(=O)N2CC=C)OC(=O)C)OC(=O)C)OC(=O)C,5.313,inactive
703035,CC(=O)OCC1C(C(C(C(O1)SC2=N/C(=C\c3ccc(cc3)OC)/C(=O)N2CC=C)OC(=O)C)OC(=O)C)OC(=O)C,4.462,inactive
703036,Cc1ccc(cc1)/C=C\2/C(=O)N(C(=N2)SC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)CC=C,4.577,inactive
703037,CC(=O)OCC1C(C(C(C(O1)SC2=N/C(=C\c3ccc(cc3)Cl)/C(=O)N2CC=C)OC(=O)C)OC(=O)C)OC(=O)C,4.311,inactive
703038,CC(=O)OCC1C(C(C(C(O1)SC2=N/C(=C\c3ccc(cc3)OC)/C(=O)N2CC=C)OC(=O)C)OC(=O)C)OC(=O)C,4.586,inactive
703039,Cc1ccc(cc1)/C=C\2/C(=O)N(C(=N2)SC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)CC=C,4.968,inactive
703040,CC(=O)OCC1C(C(C(C(O1)SC2=N/C(=C\c3ccc(cc3)Cl)/C(=O)N2CC=C)OC(=O)C)OC(=O)C)OC(=O)C,5.846,inactive
703041,CC(=O)OCC1C(C(C(C(O1)SC2=N/C(=C\c3ccco3)/C(=O)N2CC=C)OC(=O)C)OC(=O)C)OC(=O)C,4.41,inactive
703042,C=CCN1C(=O)/C(=C/c2ccccc2)/N=C1SC3C(C(C(O3)COC(=O)c4ccccc4)OC(=O)c5ccccc5)OC(=O)c6ccccc6,4.192,inactive
703043,C=CCN1C(=O)/C(=C/c2cccs2)/N=C1SC3C(C(C(O3)COC(=O)c4ccccc4)OC(=O)c5ccccc5)OC(=O)c6ccccc6,4,inactive
703054,c1cc2c(cc1C(F)(F)F)c3c([nH]2)-c4cc(ccc4NC(=O)C3)Br,4,inactive
703056,c1ccc2c(c1)-c3c(c4c([nH]3)cc(cc4Cl)Cl)CC(=O)N2,4,inactive
703062,c1cc(sc1)c2c(cc([nH]2)c3ccc(s3)C=O)C=O,4.9475,inactive
703063,CSc1c2cnn(c2ncn1)Cc3cn(nn3)CCCCO,4,inactive
703064,c1ccc(cc1)CSc2c3cnn(c3ncn2)Cc4cn(nn4)CCCCO,4.558,inactive
703065,CNc1c2cnn(c2ncn1)Cc3cn(nn3)CCCCO,4,inactive
703066,c1ccc(cc1)CNc2c3cnn(c3ncn2)Cc4cn(nn4)CCCCO,4.799,inactive
703067,c1c2c(ncnc2O)n(n1)Cc3cn(nn3)CCCCO,4,inactive
703068,COc1c2cnn(c2ncn1)Cc3cn(nn3)CCCCO,4,inactive
703069,CSc1c2cnn(c2ncn1)CC#C,4,inactive
703070,C#CCn1c2c(cn1)c(ncn2)SCc3ccccc3,4.726,inactive
703071,c1c2c(ncnc2n(n1)COCC(CO)O)N,4,inactive
703081,CC1C(C(C(C(O1)Oc2c(=O)c3c(cc(cc3oc2c4ccc(cc4)O)O)O)O)OC(=O)C)OC(=O)C,4.513,inactive
703092,CCOC(=O)c1cn2c3ccc(cc3sc2n1)Cl,5.81,inactive
703093,CCOC(=O)c1cn2c3ccc(cc3sc2n1)F,4.793,inactive
703094,CCOC(=O)c1cn2c3ccc(cc3sc2n1)[N+](=O)[O-],4,inactive
703095,CCOC(=O)c1cn2c3c(cc(cc3Cl)Cl)sc2n1,4,inactive
703096,CCOC(=O)c1cn2c3ccc(c(c3sc2n1)Cl)Cl,5.593,inactive
703097,CCOC(=O)c1cn2c3cc(c(cc3sc2n1)C)C,5.175,inactive
703098,CCCC(=O)OCOC(=O)N(C)/N=N/c1ccc(cc1)C(=O)OCC,4.626,inactive
703099,Cc1cc(c(c2c1Oc3ccccc3O2)C)CNC(=O)OCc4ccccc4,4,inactive
703100,C/C(=N\Nc1nc2ccccc2o1)/c3cnccn3,7.104,active
703101,C/C(=N\Nc1[nH]c2ccccc2n1)/c3cnccn3,6.949,active
703102,C/C(=N\Nc1nc2ccccc2n1C)/c3cnccn3,7.188,active
703103,C/C(=N\Nc1nc2ccccc2o1)/c3ccncn3,7.189,active
703104,C/C(=N\Nc1[nH]c2ccccc2n1)/c3ccncn3,7.091,active
703105,C/C(=N\Nc1nc2ccccc2n1C)/c3ccncn3,7.087,active
703106,C/C(=N\Nc1[nH]c2ccccc2n1)/c3ncccn3,7.677,active
703107,C/C(=N\Nc1[nH]c2ccccc2n1)/c3cc4ccccc4cn3,7.551,active
703108,C/C(=N\Nc1nc2ccccc2n1C)/c3cc4ccccc4cn3,7.771,active
703109,Cc1ccc2c(c1)nc(s2)N/N=C(\C)/c3ccccn3,6.634,active
703110,C/C(=N\Nc1nc2cc(ccc2s1)C(F)(F)F)/c3ccccn3,7.205,active
703111,C/C(=N\Nc1nc2cc(ccc2s1)Cl)/c3ccccn3,6.643,active
703112,c1ccc2c(c1)C(=O)N(C2=O)CCCCNOCCCN3C(=O)c4ccccc4C3=O,4,inactive
703113,c1ccc2c(c1)C(=O)N(C2=O)CCCCCCNOCCCN3C(=O)c4ccccc4C3=O,4.476,inactive
703114,Cc1cc(c(c(c1)C)S(=O)(=O)N(CCCN)OCCON(CCCN)S(=O)(=O)c2c(cc(cc2C)C)C)C,5.506,inactive
703115,Cc1c(c(c(c2c1OC(CC2)(C)C)C)S(=O)(=O)N(CCCN)OCCCN)C,4.757,inactive
703116,Cc1c(c(c(c2c1OC(CC2)(C)C)C)S(=O)(=O)N(CCCCN)OCCCN)C,4.37,inactive
703117,Cc1c(c(c(c2c1OC(CC2)(C)C)C)S(=O)(=O)N(CCCCCN)OCCCN)C,5.584,inactive
703118,Cc1c(c(c(c2c1OC(C2)(C)C)C)S(=O)(=O)N(CCCN)OCCCN)C,4.459,inactive
703119,Cc1cc(c(c(c1S(=O)(=O)N(CCCN)OCCCN)C)C)OC,4.755,inactive
703120,Cc1c(c(c(c2c1OC(CC2)(C)C)C)S(=O)(=O)N(CCCCCCN)OCCCN)C,5.228,inactive
703121,c1ccc2c(c1)C3CCCCC3(N2)N4CCCCC4,4.495,inactive
703122,c1ccc2c(c1)c3c([nH]2)C(CCC3)c4ccc(c(c4)N)O,5.349,inactive
703123,c1ccc2c(c1)c3c([nH]2)C(CCC3)c4ccccc4C(=O)O,4.329,inactive
703124,c1ccc2c(c1)c3c([nH]2)C(CCC3)c4cccc(c4)N,5.042,inactive
703125,c1ccc2c(c1)c3c([nH]2)C(CCC3)c4ccc5c(c4)nc(o5)SCC6CNC(=O)N6,4.833,inactive
703126,c1ccc2c(c1)c3c4n2C5=NC(=S)N=C5C4CCC3,4.14,inactive
703127,C1CCC2C(C1)C3CCCC4=C5C(=NNC(=S)N5)N2C34,4.079,inactive
703128,c1ccc2c(c1)c3c4n2c5=NCCNc5c4CCC3,4.76,inactive
703129,COCN1CCN=c2c1c3c4n2c5ccccc5c4CCC3,4,inactive
703130,c1ccc2c(c1)c3c4n2-c5cc(on5)C4CCC3,4,inactive
703131,Cc1nc2ccccc2n1Cc3nnc(o3)c4ccccc4,4.361,inactive
703132,Cc1nc2ccccc2n1Cc3nnc(o3)N,4,inactive
703133,Cc1nc2ccccc2n1CCc3nc4ccccc4s3,4.934,inactive
703134,Cc1nc2ccccc2n1CCc3[nH]c4ccccc4n3,4,inactive
703135,Cc1nc2ccccc2n1Cc3ccc(cc3)NC(=S)Nc4ccccc4,4.695,inactive
703136,Cc1nc2ccccc2n1Cc3ccc(cc3)NC(=S)NC4CCCCC4,4.418,inactive
703137,CCOc1cc2c(c(=O)cc(o2)C)c(c1/C=N/c3ccc(cc3)Cn4c(nc5c4cccc5)C)OC,4,inactive
703138,Cc1[nH]c2ccc(cc2n1)/N=N/C3C(=NN=C3C)C,5.267,inactive
703139,Cc1c(c(on1)C)/N=N/c2ccc3c(c2)nc([nH]3)C,4.772,inactive
703140,Cc1[nH]c2ccc(cc2n1)/N=N/C3=C(Oc4ccccc4N=C3C)C,4,inactive
703141,Cc1[nH]c2ccc(cc2n1)/N=N/C3C(=NCCN=C3C)C,,active
703142,Cc1[nH]c2ccc(cc2n1)/N=N/C3C(=NC(=N)N=C3C)C,,active
703147,Cc1nc(cs1)/C=C(\C)/[C@@H]2C/C=C(\CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O2)O)(C)C)C)O)C)/C,10,active
703159,CCO[C@@]1([C@H](CC(=O)O1)N2[C@H](COC2=O)c3ccccc3)COCc4ccccc4,4,inactive
703160,c1ccc2c(c1)N=C(c3c(cccc3S2)F)N,4.455,inactive
703161,COC(=O)CCCc1c(nc2ccccc2n1)/N=N/c3ccccc3,4.681,inactive
703162,CC1=C(S(=O)(=O)N(C(=C1/C=N/Nc2ccc(cc2)[N+](=O)[O-])C)c3ccccc3)SC,4.749,inactive
703163,COc1ccc2c(c1)NC3(CCN(CC3)CCCC(=O)c4ccc(cc4)F)N=N2,4.804,inactive
703164,CSc1cnc2ccccc2c1SC3CN(c4ccccc4C3=O)Cc5ccccc5,4,inactive
703165,C/C(=N\Nc1nc2ccccc2s1)/c3cc4ccccc4cn3,5.618,inactive
703166,C[C@@]1(C(=O)N([C@H](N1C(=O)OC(C)(C)C)C(C)(C)C)C)Cc2ccc(cc2)F,4.673,inactive
703167,CCOC(=O)C1=C(N(C23C4CC(O2)(C(=O)N3C1c5c4cccc5)C(=O)OC)C)C,4.782,inactive
703168,CCOC(=O)C1=C(N=C2N(C1c3ccccc3C=C)C(=O)C(O2)C(=O)OC)C,4,inactive
703169,c1ccc2c(c1)C(=O)O[S+2]23c4cccc5c4c(ccc5)CO3,4,inactive
703170,CC1CCc2cnc3c(c2C1)c(c(s3)C(=O)OC)N,4,inactive
703171,COC(=O)c1c(c2c3c(cnc2s1)CCCCCC3)N,4,inactive
703172,c1ccc(cc1)CN2C(=O)N(CN(C2=O)CN3CCOCC3)CN4CCOCC4,4.726,inactive
703173,c1cc(ccc1CN2C(=O)N(CN(C2=O)CN3CCOCC3)CN4CCOCC4)CN5C(=O)N(CN(C5=O)CN6CCOCC6)CN7CCOCC7,4.329,inactive
703174,c1cc(ccc1CN2C(=O)N(CN(C2=O)CN3CCOCC3)CN4CCOCC4)c5ccc(cc5)CN6C(=O)N(CN(C6=O)CN7CCOCC7)CN8CCOCC8,5.682,inactive
703175,CC(=O)CCC1(CCCCCC1=O)C(=O)OC,4,inactive
703176,Cc1c(oc(c1S(=O)(=O)/C(=C/c2ccccc2[N+](=O)[O-])/C#N)N)C,4.854,inactive
703177,Cc1c([nH]c2c1S(=O)(=O)c3cc4ccccc4nc3N2)C,4.768,inactive
703178,Cc1cc(nc(c1)NC(=O)c2ccc(s2)Br)C,4,inactive
703179,CC1(C2CC3C1(C3(C2)C)c4cc(ccc4N)Cl)C,5.168,inactive
703180,c1ccc2c(c1)C3(C(=O)N2)Nc4cc(cc(c4N3)C(=O)O)Cl,4.182,inactive
703181,c1ccc2c(c1)[C@H]3Cc4cccc5c4[C@H](C3)N2CCC(=O)OCC5,4.584,inactive
703193,CC(C)c1ccccc1SCc2cc(=O)cc(o2)CSc3ccccc3C(C)C,4.499,inactive
703194,CC(C)(CNC(=O)CCCC(=O)N(C)O)CNC(=O)CCCC(=O)N(C)O,4,inactive
703195,CC(C(=O)NCCNC(=O)CCCC(=O)N(C)O)C(=O)NCCNC(=O)CCCC(=O)N(C)O,4,inactive
703196,CC(C(=O)NCCNC(=O)CCC(=O)N(C)O)C(=O)NCCNC(=O)CCC(=O)N(C)O,4,inactive
703197,CCCCC(C(=O)NCCNC(=O)CCC(=O)N(C)O)C(=O)NCCNC(=O)CCC(=O)N(C)O,4,inactive
703202,CC1([C@@H]([C@@H](CC(=C)[C@@]12CCC(C(C2)Br)(C)Cl)O)Br)C,4.39,inactive
703203,CC1([C@@H]([C@@H](CC(=C)[C@@]12CCC(=O)C=C2)O)Br)C,4,inactive
703212,CC1C(C(C(C(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3C2)O)C(C)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)OC)OC7C(C(C(C(O7)CO)O)O)O,4,inactive
703213,CC1C(C(C(C(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3C2)O)C(C)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)OC)O,4.602,inactive
703215,C/C/1=C\CCC(C(=O)C2CC(=O)C(=C)C2CC1=O)(C)O,4.695,inactive
703216,C/C/1=C\CCC(C(C2CC(=O)C(=C)C2CC1=O)O)(C)O,5.102,inactive
703219,CC1=CCC[C@@]2(C1=CC(=O)O[C@H]2c3ccoc3)C,4,inactive
703220,CCCC[C@H]1[C@H](COC(=O)N1[C@H](C)c2ccccc2)OCOc3ccccc3,5.071,inactive
703226,CN(CCCNCc1ccccn1)Cc2ccccc2O,4.613,inactive
703292,Cn1c2ccccc2c3c1c4c(c5ccccc5n4C6C(C(C(C(O6)CO)O)O)O)c7c3C(=O)OC7=O,4,inactive
703302,c1ccc(cc1)/N=C(\c2ccc(cc2)N(CCC#N)CCC#N)/N=N/c3ccccc3,4,inactive
703303,Cc1ccc(cc1)/N=N/C(=N/c2ccccc2)/c3ccc(cc3)N(CCC#N)CCC#N,4.554,inactive
703304,COc1ccc(cc1)/N=N/C(=N\c2ccccc2)/c3ccc(cc3)N(CCC#N)CCC#N,4.586,inactive
703305,c1ccc(cc1)/N=C(\c2ccc(cc2)N(CCC#N)CCC#N)/N=N/c3ccc(cc3)Cl,4.797,inactive
